,Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),OilPrice,,
938,15-09-2006,578.6,573.6,307.129,305.643,455.34,453.726,58.45,,
939,18-09-2006,581.5,580.5,309.836,309.221,459.43,457.88,58.67,,
940,19-09-2006,582.5,583.5,309.758,309.074,460.038,459.051,58.85,,
941,20-09-2006,576.25,580.25,306.044,307.222,454.528,456.962,56.23,,
942,21-09-2006,580.5,578.75,306.381,305.119,456.26,454.992,55.92,,
943,22-09-2006,592,589,310.973,309.821,462.103,460.048,56.15,,
944,25-09-2006,589.5,584.75,309.855,307.246,461.448,458.089,54.92,,
945,26-09-2006,591.25,591,311.907,311.857,464.892,466.346,55.86,,
946,27-09-2006,595.1,593.75,315.001,314.853,468.767,468.183,55.92,,
947,28-09-2006,603.5,603,321.028,321.463,474.711,474.728,57.57,,
948,29-09-2006,601.75,599.25,321.564,321.279,474.828,473.154,57.38,,
949,02-10-2006,602,600.6,321.392,318.993,474.427,471.54,57.19,,
950,03-10-2006,593,582.25,314.072,308.232,465.281,457.348,54.99,,
951,04-10-2006,578.5,573.6,307.386,304.588,455.871,452.473,54.1,,
952,05-10-2006,568.25,573.3,301.411,305.467,447.054,451.951,55.27,,
953,06-10-2006,570.6,560.75,304.174,299.626,450.071,445.287,55.05,,
954,09-10-2006,578.25,575.25,309.489,308.478,458.747,456.33,55.7,,
955,10-10-2006,577.25,571.4,310.333,308.198,459.448,455.989,55.31,,
956,11-10-2006,574,574.1,309.167,309.404,457.589,457.596,54.16,,
957,12-10-2006,575.9,573,310.291,308.712,459.141,456.974,54.19,,
958,13-10-2006,577.9,586.1,310.549,315.906,460.405,468.618,54.9,,
959,16-10-2006,593,595.1,318.697,319.588,473.794,475.096,55.34,,
960,17-10-2006,594.9,590,318.708,315.221,474.856,470.344,56.17,,
961,18-10-2006,595.25,594,318.333,317.97,474.681,474.668,55.27,,
962,19-10-2006,589.75,597.25,315.425,318.959,469.173,474.573,54.56,,
963,20-10-2006,598,596.6,317.764,317.087,473.776,473.079,55.07,,
964,23-10-2006,588.5,582.75,313.934,311.948,468.365,464.343,53.44,,
965,24-10-2006,578.4,575.6,309.404,307.087,461.244,459.011,53.78,,
966,25-10-2006,581.6,580.75,309.939,309.37,462.615,461.389,54.96,,
967,26-10-2006,591.8,596.25,314.036,315.994,467.457,470.637,56.12,,
968,27-10-2006,593.75,596.25,314.52,313.965,468.701,468.198,55.53,,
969,30-10-2006,604.75,608.5,318.424,319.893,475.134,478.456,54.87,,
970,31-10-2006,600.9,603.75,316.396,317.062,473.411,473.529,53.37,,
971,01-11-2006,611.25,614.1,320.177,321.586,479.224,480.78,54.25,,
972,02-11-2006,615.75,620.75,322.382,325.051,482.223,486.138,54.25,,
973,03-11-2006,625.65,622.75,327.565,327.849,489.899,490.239,54.07,,
974,06-11-2006,625.75,626.1,329.741,330.082,492.484,492.527,54.91,,
975,07-11-2006,625.75,625.75,328.616,327.446,490.515,488.486,55.64,,
976,08-11-2006,625.5,623.2,327.796,327.535,488.901,488.401,55.18,,
977,09-11-2006,618,625.25,324.171,328.557,483.833,488.133,56.41,,
978,10-11-2006,632.25,629.3,330.208,328.857,490.915,489.499,56.57,,
979,13-11-2006,628.5,623.5,329.385,328.089,489.334,486.767,55.42,,
980,14-11-2006,623.4,627,328.399,330.818,485.741,489.309,55.19,,
981,15-11-2006,620.25,617.75,328.679,327.484,484.646,482.353,55.33,,
982,16-11-2006,624.5,624.75,330.721,330.696,487.548,487.743,55.44,,
983,17-11-2006,618.25,620.5,327.636,327.631,483.726,483.821,53.9,,
984,20-11-2006,624,625.5,328.871,329.679,485.717,487.719,54.03,,
985,21-11-2006,625,624.5,329.121,328.944,487.481,487.434,54.9,,
986,22-11-2006,627.75,631.8,329.32,330.094,487.8,488.329,55.26,,
987,23-11-2006,630.7,630.25,329.502,328.975,486.651,486.266,54.98,,
988,24-11-2006,636,639.5,328.818,331.056,485.867,488.69,55.29,,
989,27-11-2006,637.5,638.75,329.219,329.916,485.899,487.186,55.76,,
990,28-11-2006,637.75,637,327.875,327.002,484.797,484.227,56.48,,
991,29-11-2006,638.25,637.5,327.476,327.007,484.845,484.68,57.32,,
992,30-11-2006,638.4,646.7,326.314,329.411,483.856,488.407,58.71,,
993,01-12-2006,644.4,648.75,327.556,327.718,486.817,486.976,59.66,,
994,04-12-2006,644.8,646,326.068,326.807,484.703,485.349,59.7,,
995,05-12-2006,643,645.9,324.994,327.22,482.66,484.91,59.19,,
996,06-12-2006,636.75,636,324.112,323.204,479.769,478.124,59.1,,
997,07-12-2006,630.5,627.75,320.278,319.531,474.345,472.028,58.66,,
998,08-12-2006,630.9,637.4,321.986,323.307,475.004,477.274,58.63,,
999,11-12-2006,625.5,626.75,320.901,321.262,474.295,474.955,57.74,,
1000,12-12-2006,629.5,628,320.748,319.187,475.13,473.926,57.41,,
1001,13-12-2006,629,624,319.014,317.8,474.073,472.441,57,,
1002,14-12-2006,628.75,627.4,319.6,319.939,475.425,476.241,57.43,,
1003,15-12-2006,626,623.75,319.812,319.56,477.425,476.509,58.39,,
1004,18-12-2006,617.5,614,316.439,315.795,471.374,471.02,58.4,,
1005,19-12-2006,616,620.5,313.901,316.388,468.014,471.397,57.44,,
1006,20-12-2006,623.4,619.25,316.399,314.228,471.38,468.951,58.2,,
1007,21-12-2006,622,620.5,316.185,316.824,471.498,471.755,58.05,,
1009,27-12-2006,628.3,628.5,320.61,321.155,477.577,478.311,56.43,,
1010,28-12-2006,629,632,321.197,322.614,478.8,480.791,56.12,,
1012,02-01-2007,640.75,639.75,324.71,324.499,482.347,481.957,56.16,,
1013,03-01-2007,636.75,642.6,324.277,329.386,481.511,487.483,55.42,,
1014,04-01-2007,625.25,628.7,321.796,323.339,477.035,480.18,53.26,,
1015,05-01-2007,626,609.5,322.464,315.574,477.936,468.558,51.3,,
1016,08-01-2007,608.3,609.5,314.904,314.711,467.492,468.018,51.88,,
1017,09-01-2007,612,609.6,315.074,314.113,469.75,468.779,51.2,,
1018,10-01-2007,610.75,608.4,314.982,314.402,469.988,469.626,50.6,,
1019,11-01-2007,613.5,612,316.319,315.123,472.759,474.198,49.22,,
1020,12-01-2007,614.1,619.75,315.02,316.829,475.678,479.72,48.68,,
1021,15-01-2007,628.25,627,319.476,319.409,485.323,484.806,49.36,,
1022,16-01-2007,625.6,627.05,318.274,319.728,481.787,484.62,48.58,,
1023,17-01-2007,623.25,626.5,316.837,318.311,482.168,484.57,47.97,,
1024,18-01-2007,632.8,635,320.892,322.286,489.14,490.537,48.24,,
1025,19-01-2007,629,629,318.982,318.885,485.302,486.428,48.3,,
1026,22-01-2007,635.1,639,321.798,323.626,490.198,493.894,49.72,,
1027,23-01-2007,637.5,642.5,321.321,323.108,490.008,492.904,49.6,,
1028,24-01-2007,643,642.1,325.323,325.956,494.235,494.227,50.92,,
1029,25-01-2007,648.75,651.75,329.482,330.754,500.077,502.39,51.27,,
1030,26-01-2007,645.7,645.5,329.036,329.757,499.806,500.62,51.04,,
1031,29-01-2007,643.4,644.75,328.718,329.189,498.142,498.454,51.28,,
1032,30-01-2007,642.25,645.2,326.629,328.764,495.41,497.916,50.82,,
1033,31-01-2007,645.75,650.5,330.375,332.788,499.188,501.233,52.62,,
1034,01-02-2007,652.55,660.2,332.002,334.906,501.537,506.483,53.49,,
1035,02-02-2007,654.75,645.7,332.867,328.1,502.957,497.764,53.64,,
1036,05-02-2007,648,649.4,330.916,331.97,500.812,502.67,54.66,,
1037,06-02-2007,653.9,653.25,332.486,331.869,505.254,504.596,54.68,,
1038,07-02-2007,655.25,653.75,332.361,331.92,504.038,502.691,54.4,,
1039,08-02-2007,650.55,656,330.43,335.053,500.847,503.956,53.6,,
1040,09-02-2007,657.85,664.5,337.757,341.102,506.194,511.351,55.08,,
1041,12-02-2007,663.35,664.55,340.949,341.215,511.765,512.612,53.99,,
1042,13-02-2007,664.75,667.8,342.337,343.642,511.307,513.021,53.38,,
1043,14-02-2007,668.25,668.25,342.026,340.51,510.426,508.639,53.76,,
1044,15-02-2007,670,664.75,342.256,339.695,510.126,505.36,52.88,,
1045,16-02-2007,665.25,665.1,341.399,341.252,506.819,507.052,53.69,,
1046,19-02-2007,670.5,670.75,344.872,344.735,510.507,510.625,53.87,,
1047,20-02-2007,668.6,663.9,342.96,339.799,508.325,505.251,53.42,,
1048,21-02-2007,658.6,661.25,337.813,338.79,500.989,503.503,54,,
1049,22-02-2007,676.4,676.6,346.925,346.814,516.809,516.213,55.14,,
1050,23-02-2007,677.5,683,346.14,347.884,516.466,518.682,56.55,,
1051,26-02-2007,684.5,685.75,348.63,349.391,519.821,520.612,57.07,,
1052,27-02-2007,684.5,676.2,348.204,344.438,517.894,511.304,57.24,,
1053,28-02-2007,677,664.2,346.203,338.964,513.384,502.687,56.69,,
1054,01-03-2007,673.6,670.4,343.218,342.006,509.377,507.956,58.47,,
1055,02-03-2007,664,651.9,340.251,335.202,504.483,494.838,58.65,,
1056,05-03-2007,638.6,636.75,332.085,330.865,486.219,485.957,57.32,,
1057,06-03-2007,644.6,643.75,334.544,334.242,491.611,491.3,57.21,,
1058,07-03-2007,646.35,646.4,334.983,334.888,492.532,491.821,58.2,,
1059,08-03-2007,653.75,654.25,337.855,339.113,496.959,498.286,58.73,,
1060,09-03-2007,653.85,652.25,338.782,337.551,497.187,497.559,58.29,,
1061,12-03-2007,652.5,647.75,335.977,335.622,495.331,491.651,57.37,,
1062,13-03-2007,650.5,650.8,337.344,336.505,493.813,493.068,57.38,,
1063,14-03-2007,640.75,643.25,332.996,332.67,485.969,486.647,57.23,,
1064,15-03-2007,646.1,648.5,334.04,335.09,489.099,489.915,57.28,,
1065,16-03-2007,650.65,653.2,334.215,335.646,488.256,490.464,56.86,,
1066,19-03-2007,654.5,655,336.868,336.761,492.624,492.666,56.74,,
1067,20-03-2007,654.4,659,334.56,336.688,492.623,495.824,56.59,,
1068,21-03-2007,660.5,658.75,336.818,336.354,496.43,495.264,56.87,,
1069,22-03-2007,664,663,337.09,336.736,496.857,496.332,57.91,,
1070,23-03-2007,662.15,656.25,336.801,334.6,497.072,493.569,59.05,,
1071,26-03-2007,659.65,663,336.642,336.634,497.324,497.524,60.16,,
1072,27-03-2007,665.15,664,338.93,338.086,498.389,497.9,60.49,,
1073,28-03-2007,665.6,666.75,339.177,339.14,499.138,499.251,61.88,,
1074,29-03-2007,664.9,661,338.423,336.815,498.276,495.688,62.52,,
1075,30-03-2007,663.5,661.75,339.039,338.283,498.235,496.706,63.79,,
1076,02-04-2007,663.3,658.25,336.154,332.517,496.854,492.002,64.06,,
1077,03-04-2007,663.5,664.25,335.694,335.921,496.818,496.747,63.87,,
1078,04-04-2007,665.9,672.25,337.165,340.621,498.764,503.181,63.48,,
1079,05-04-2007,672.6,673.5,340.764,341.531,503.33,501.34,64.16,,
1080,10-04-2007,676.85,677.4,343.317,343.37,504.51,507.72,62.82,,
1081,11-04-2007,679.1,678.2,343.379,343.201,505.734,505.139,63.54,,
1082,12-04-2007,678.5,677.25,343.527,342.184,504.498,502.486,63.83,,
1083,13-04-2007,677,681.75,340.852,343.174,500.481,503.359,64.88,,
1084,16-04-2007,687.25,686.5,344.832,345.027,506.934,506.754,64.05,,
1085,17-04-2007,688,688,344.293,343.108,508.575,506.702,63.14,,
1086,18-04-2007,690.4,688.75,343.278,343.311,507.274,506.993,61.96,,
1087,19-04-2007,687.25,681.9,343.076,340.848,505.331,501.766,61.98,,
1088,20-04-2007,687.6,691.4,343.165,345.337,505.18,508.607,62.23,,
1089,23-04-2007,691,688.7,345.638,344.488,509.399,508.041,63.1,,
1090,24-04-2007,689.7,688.4,345.23,343.856,508.478,506.028,63.94,,
1091,25-04-2007,686.2,684,342.21,341.266,502.821,504.574,63.69,,
1092,26-04-2007,685.5,673,342.853,338.021,503.563,494.853,64.2,,
1093,27-04-2007,672.5,677.5,337.211,338.327,493.941,495.974,64.03,,
1094,30-04-2007,678,677,340.43,339.093,498.236,496.298,64.26,,
1095,01-05-2007,677.5,673.6,338.53,336.239,496.883,493.842,64.81,,
1096,02-05-2007,673.25,669.5,337.638,336.805,495.839,493.077,63.69,,
1097,03-05-2007,675.9,674.2,339.171,339.22,496.693,497.198,63.19,,
1098,04-05-2007,680.8,688.8,342.731,345.783,501.991,506.731,63.1,,
1099,08-05-2007,685.9,684.25,344.172,343.206,505.379,504.721,62.1,,
1100,09-05-2007,686.5,683,344.836,341.808,507.166,503.836,62.19,,
1101,10-05-2007,677.85,673.5,341.297,339.808,500.998,498.667,62.36,,
1102,11-05-2007,667.85,669,337.468,337.606,495.401,495.189,63.15,,
1103,14-05-2007,674.2,670.2,340.179,338.536,497.969,494.686,63.79,,
1104,15-05-2007,667,668.25,337.551,337.671,492.724,493.173,63.79,,
1105,16-05-2007,670.9,667.75,338.104,336.873,493.49,492.006,64.55,,
1106,17-05-2007,663.2,656.75,335.356,332.65,490.17,486.914,65.29,,
1107,18-05-2007,660.75,657,334.947,333.283,489.626,487.461,66.01,,
1108,21-05-2007,662.4,658,335.971,334.214,490.594,489.438,66.24,,
1109,22-05-2007,663.5,662,336.631,335.36,493.125,491.828,66.62,,
1110,23-05-2007,659.2,662.05,333.215,333.191,490.33,491.135,66.36,,
1111,24-05-2007,661.5,659,333.115,331.923,492.261,490.839,66.93,,
1112,25-05-2007,655,655.3,329.809,330.01,487.641,486.597,66.57,,
1113,29-05-2007,657.6,660.15,330.668,332.77,487.581,489.181,65.49,,
1114,30-05-2007,657.1,652.65,332.355,330.205,488.986,485.711,64.3,,
1115,31-05-2007,656.6,659.1,332.372,333.586,488.396,490.074,64.45,,
1116,01-06-2007,662.5,666.5,334.985,337.008,493.078,497.499,64.6,,
1117,04-06-2007,670.75,671.1,337.484,337.287,497.995,497.553,65.81,,
1118,05-06-2007,671.3,671.5,336.761,336.845,496.891,496.488,66.34,,
1119,06-06-2007,669.8,669.7,336.177,335.925,495.304,495.707,66.58,,
1120,07-06-2007,670.85,668.75,336.688,337.395,497.11,496.474,67.18,,
1121,08-06-2007,656.75,655.25,333.884,333.172,491.065,490.567,66.23,,
1122,11-06-2007,652.75,650.3,331.851,330.571,489.135,487.372,65.14,,
1123,12-06-2007,652.8,647.25,331.051,328.087,489.245,485.923,65.46,,
1124,13-06-2007,644.1,647.65,326.871,328.756,485.161,487.211,65.67,,
1125,14-06-2007,650.75,653.25,330.196,331.7,488.955,490.538,66.87,,
1126,15-06-2007,650.6,653.1,330.187,330.784,488.805,489.69,67.5,,
1127,18-06-2007,658,656,331.837,331.163,490.788,489.552,68.02,,
1128,19-06-2007,655.1,656.3,330.275,330.214,489.355,489.484,68.33,,
1129,20-06-2007,659.6,657.7,331.258,329.988,491.395,490.053,67.7,,
1130,21-06-2007,654.5,650.5,328.614,326.523,488.98,485.593,67.7,,
1131,22-06-2007,652,652.85,326.784,326.654,485.733,485.066,67.5,,
1132,25-06-2007,651.25,650.75,325.592,325.636,483.949,483.29,67.38,,
1133,26-06-2007,649.55,647,325.247,323.727,483.116,480.791,67.53,,
1134,27-06-2007,642.85,642.1,322.344,321.468,478.56,477.682,67.41,,
1135,28-06-2007,645.7,647.25,322.64,323.237,479.718,480.584,67.72,,
1136,29-06-2007,648.5,650.5,323.829,324.536,481.512,481.495,68.02,,
1137,02-07-2007,650.5,654.75,323.503,325.746,479.225,481.611,68.73,,
1138,03-07-2007,657.25,654.25,325.92,324.416,482.988,480.889,69.65,,
1139,04-07-2007,654,654.15,324.019,324.415,480.141,480.251,69.89,,
1140,05-07-2007,655.9,651,325.299,323.334,480.548,478.853,70.38,,
1141,06-07-2007,647.75,648.75,322.264,322.761,476.532,476.567,71.33,,
1142,09-07-2007,657,661.25,325.958,328.115,481.919,485.392,71.55,,
1143,10-07-2007,661.15,661.7,328.016,327.169,484.536,482.464,71.78,,
1144,11-07-2007,664,663,327.303,325.879,483.401,481.516,72.05,,
1145,12-07-2007,663,667.25,326.023,328.921,480.853,484.498,72.15,,
1146,13-07-2007,667.5,666.5,328.428,327.518,484.222,483.416,72.67,,
1147,16-07-2007,667.25,666,327.196,326.615,483.479,483.064,72.97,,
1148,17-07-2007,663.15,666.5,324.612,325.917,481.835,483.672,72.05,,
1149,18-07-2007,667.75,666.75,325.748,325.466,484.614,483.853,72.2,,
1150,19-07-2007,673,674.5,328.181,329.217,486.905,488.096,73.36,,
1151,20-07-2007,676,681.6,329.387,331.986,490.424,493.484,73.8,,
1152,23-07-2007,683.5,682,332.312,331.293,494.931,493.488,73.13,,
1153,24-07-2007,682.75,684.3,331.03,331.541,494.138,494.544,72.02,,
1154,25-07-2007,677.25,674.75,330.012,328.553,492.76,491.621,71.65,,
1155,26-07-2007,675.4,670,329.737,327.148,492.238,487.983,73.01,,
1156,27-07-2007,663.5,660.5,325.932,325.418,485.796,483.67,72.36,,
1157,30-07-2007,661.5,661.5,326.473,326.441,483.906,483.553,72.35,,
1158,31-07-2007,666.75,665.5,328.222,327.671,486.679,485.66,72.56,,
1159,01-08-2007,660.25,665.75,326.549,327.568,483.771,486.055,73.17,,
1160,02-08-2007,665.35,666.25,327.985,327.927,487.115,487.631,72.3,,
1161,03-08-2007,666.35,670.5,327.268,328.967,486.422,487.885,72.12,,
1162,06-08-2007,674.15,671.5,330.79,330.658,487.666,486.594,70.3,,
1163,07-08-2007,669.25,668,330.331,330.726,485.28,485.113,68.34,,
1164,08-08-2007,670.4,675.5,331.455,331.517,487.422,488.961,68.59,,
1165,09-08-2007,670.85,662.6,329.818,327.242,487.005,484.144,68.29,,
1166,10-08-2007,664.5,668.5,328.635,330.859,485.32,488.455,67.56,,
1167,13-08-2007,669.85,668.75,332.927,332.183,490.661,490.79,68.36,,
1168,14-08-2007,667.35,668.35,333.842,334.225,491.711,492.303,67.75,,
1169,15-08-2007,665,667.25,334.423,335.049,492.848,495.066,68.68,,
1170,16-08-2007,664.15,662.25,334.702,333.627,494.896,493.664,67.63,,
1171,17-08-2007,653,657.5,330.382,330.818,485.791,487.326,67.83,,
1172,20-08-2007,658.5,659.5,331.021,332.125,487.922,489.207,67.69,,
1173,21-08-2007,655.5,657.5,331.798,332.071,486.962,487.579,67.1,,
1174,22-08-2007,657.15,659.5,331.141,331.74,487.319,488.808,66.6,,
1175,23-08-2007,662.25,660.75,330.893,329.699,488.205,487.459,67.07,,
1176,24-08-2007,659.75,660.85,329.217,328.699,485.396,484.246,67.61,,
1177,28-08-2007,667,666,332.585,331.343,488.86,487.876,68.25,,
1178,29-08-2007,664.75,664.25,331.018,329.734,488.787,486.88,68.41,,
1179,30-08-2007,666.3,666,331.658,330.817,488.884,488.771,69.18,,
1180,31-08-2007,668,672,330.939,333.697,488.804,492.596,69.7,,
1181,03-09-2007,672.75,672,333.259,333.086,492.857,493.211,70.42,,
1182,04-09-2007,673.5,678.75,334.409,337.468,495.512,500.074,70.88,,
1183,05-09-2007,679.5,680.25,338.363,337.375,500.147,498.534,71.46,,
1184,06-09-2007,683.5,688.15,337.598,340.82,500.549,503.328,72.1,,
1185,07-09-2007,695,701,344.128,345.627,507.892,508.93,72.01,,
1186,10-09-2007,704,703.5,346.423,346.432,510.404,509.783,72.27,,
1187,11-09-2007,704.25,704.15,346.921,346.872,510.215,509.147,73.13,,
1188,12-09-2007,711.75,706,349.754,347.903,513.417,509.196,74.21,,
1189,13-09-2007,708.1,704.5,349.852,347.575,509.058,507.894,74.64,,
1190,14-09-2007,706.75,716.35,350.154,355.95,509.406,516.177,74.48,,
1191,17-09-2007,710.25,719,355.748,359.141,512.076,518.31,74.06,,
1192,18-09-2007,717.7,714.75,359.894,357.912,517.448,515.098,74.92,,
1193,19-09-2007,723.75,725.15,361.225,363.101,518.26,519.448,75.61,,
1194,20-09-2007,727.75,734.5,362.57,365.278,518.451,522.33,75.78,,
1195,21-09-2007,735.35,737,365.01,365.123,522.6,523.177,76.72,,
1196,24-09-2007,733.25,730,362.045,360.975,519.888,517.988,76.48,,
1197,25-09-2007,727.7,728.5,361.59,360.822,516.356,515.387,75.8,,
1198,26-09-2007,730.55,734.75,362.826,364.477,517.204,520.214,75.11,,
1199,27-09-2007,729.75,731.75,360.709,361.483,515.797,516.7,76.02,,
1200,28-09-2007,737.75,743,363.71,365.398,520.312,522.982,77.43,,
1201,01-10-2007,745.25,742.5,364.782,363.223,523.534,521.602,75.97,,
1202,02-10-2007,735.75,731,360.909,358.105,518.828,516.352,74.66,,
1203,03-10-2007,733.15,730.25,359.881,358.37,517.25,515.422,74.96,,
1204,04-10-2007,726.75,725.5,357.529,356.074,514.477,514.43,74.83,,
1205,05-10-2007,735.85,737,361.331,361.221,521.288,521.18,76.23,,
1206,08-10-2007,736.5,733.75,361.668,360.123,522.86,521.388,75.37,,
1207,09-10-2007,728.8,736,359.015,362.83,519.532,523.769,74.47,,
1208,10-10-2007,740.5,741.25,361.996,362.895,523.766,523.593,75.36,,
1209,11-10-2007,747.5,749,366.206,367.698,525.927,527.353,77.01,,
1210,12-10-2007,748.5,749.5,369.174,368.631,527.596,528.561,77.62,,
1211,15-10-2007,755.85,758.85,371.097,371.712,531.167,533.425,78.76,,
1212,16-10-2007,761.75,756.75,374.582,372.032,537.39,533.862,80.87,,
1213,17-10-2007,759.75,762.5,373.525,373.976,535.79,536.443,81.13,,
1214,18-10-2007,758.35,764.15,370.868,373.157,531.84,534.595,81.18,,
1215,19-10-2007,768.25,763,375.47,372.395,537.953,534.988,81.49,,
1216,22-10-2007,755.6,751.25,369.487,369.51,528.281,529.422,80.15,,
1217,23-10-2007,757.5,758.25,370.47,370.149,533.038,531.471,80.03,,
1218,24-10-2007,757.35,757.5,369.547,369.729,532.483,531.952,80.49,,
1219,25-10-2007,765,767.5,373.535,374.335,535.789,536.188,82.67,,
1220,26-10-2007,775.6,779.15,377.384,380.166,539.886,542.395,84.82,,
1221,29-10-2007,792.5,788.5,385.12,382.711,549.851,547.114,85.94,,
1222,30-10-2007,784,783.25,379.477,378.656,544.671,543.056,85.52,,
1223,31-10-2007,783,789.5,377.896,380.959,541.869,546.48,84.76,,
1224,01-11-2007,792,790.25,381.007,380.056,548.59,548.024,87.47,,
1225,02-11-2007,790.75,796.5,379.548,382.418,546.023,549.576,87.47,,
1226,05-11-2007,802.5,804.75,385.391,386.713,554.941,555.728,88,,
1227,06-11-2007,817.55,822.5,392.129,393.767,562.973,564.71,89.02,,
1228,07-11-2007,841.75,834.5,400.471,396.324,573.555,568.46,90.57,,
1229,08-11-2007,832.25,841.1,395.914,398.55,567.392,572.449,90.56,,
1230,09-11-2007,836,831.5,395.459,396.992,567.511,566.958,89.58,,
1231,12-11-2007,817,803.5,392.977,389.33,560.049,552.424,88.65,,
1232,13-11-2007,803.4,804.25,388.435,387.478,550.651,550.14,86.68,,
1233,14-11-2007,808.25,813.5,388.246,393.09,550.017,553.326,86.45,,
1234,15-11-2007,806,794,394.325,387.676,550.923,542.832,86.87,,
1235,16-11-2007,790.25,789.75,387.796,386.224,541.267,539.189,87.41,,
1236,19-11-2007,788.5,778.85,384.672,379.834,538.703,531.457,88.57,,
1237,20-11-2007,789.65,795.5,382.545,385.79,533.98,537.9,89.93,,
1238,21-11-2007,796.25,798,387.526,387.699,538.152,537.953,91.77,,
1239,22-11-2007,802.25,803.25,388.668,389.209,541.001,541.347,91.22,,
1240,23-11-2007,810.5,815.25,393.638,397.063,547.487,550.696,91.37,,
1241,26-11-2007,836.25,830,404.083,401.587,562.639,559.073,91.68,,
1242,27-11-2007,823.25,810.75,397.705,391.364,554.191,544.969,90.08,,
1243,28-11-2007,796.5,801.75,386.557,387.412,540.66,543.338,87.88,,
1244,29-11-2007,807.25,794.5,391.489,385.455,547.325,538.644,87.59,,
1245,30-11-2007,794.75,783.5,384.123,380.192,537.72,531.15,85.72,,
1246,03-12-2007,783.75,784.25,380.092,379.819,534.983,534.996,84.13,,
1247,04-12-2007,790.25,797.5,383.691,387.136,539.052,541.081,85.14,,
1248,05-12-2007,801.75,793,393.342,390.41,544.593,540.928,85.3,,
1249,06-12-2007,788.75,801.5,388.815,395.314,541.315,547.884,84.34,,
1250,07-12-2007,799.75,792.5,393.326,390.664,546.427,541.066,85.07,,
1251,10-12-2007,800,809.5,392.003,395.902,545.517,549.969,84.02,,
1252,11-12-2007,806.75,808.75,393.786,395.071,549.146,549.721,84.51,,
1253,12-12-2007,807.5,814,394.769,397.849,549.208,554.496,86.61,,
1254,13-12-2007,809,800.7,396.18,392.558,550.602,546.292,88.46,,
1255,14-12-2007,796.25,789.5,392.183,390.513,547.176,545.838,87.81,,
1256,17-12-2007,787,790.75,391.387,392.14,549.083,550.202,87.13,,
1257,18-12-2007,796.25,804.25,395.672,398.38,553.528,557.732,87.1,,
1258,19-12-2007,801.5,799.75,399.352,398.599,556.829,555.613,87.24,,
1259,20-12-2007,799.5,795.25,401.618,400.852,557.298,554.761,87.36,,
1260,21-12-2007,803,810.5,404.677,408.704,558.881,563.434,87.73,,
1262,27-12-2007,822.5,829,413.628,416.436,567.555,569.251,90.29,,
1263,28-12-2007,828.5,833.75,414.271,418.486,563.682,567.331,90.84,,
1265,02-01-2008,840.75,846.75,424.806,427.824,573.343,576.452,91.82,,
1266,03-01-2008,865.35,858.85,438.485,435.213,587.275,583.616,93.67,,
1267,04-01-2008,858.75,855,434.085,433.131,583.866,579.151,93.38,,
1268,07-01-2008,857.5,859.25,435.036,435.681,584.526,583.65,91.72,,
1269,08-01-2008,873.25,873.5,441.571,442.032,593.805,593.289,91.67,,
1270,09-01-2008,887.85,877,452.154,447.563,603.528,597.249,91.98,,
1271,10-01-2008,874.25,884.25,445.228,451.655,595.498,599.817,89.71,,
1272,11-01-2008,893.75,891,457.559,455.056,604.743,602.719,88.36,,
1273,14-01-2008,911.5,902,464.317,460.674,612.156,606.387,88.51,,
1274,15-01-2008,904.75,913,460.761,463.358,609.054,612.834,88.33,,
1275,16-01-2008,881,889.75,450.202,451.719,595.471,600.777,86.28,,
1276,17-01-2008,881.5,888.25,448.395,450.043,603.395,604.993,86.14,,
1277,18-01-2008,872.75,882,445.735,450.184,596.915,602.13,85.91,,
1278,21-01-2008,874.25,871.25,448.471,447.575,603.764,601.36,85.06,,
1279,22-01-2008,862,875,442.505,448.442,595.222,601.044,83.7,,
1280,23-01-2008,887.8,888.25,453.491,455.583,609,609.769,84.48,,
1281,24-01-2008,891.5,909.25,456.15,461.947,609.906,617.949,84.42,,
1282,25-01-2008,921.25,918.25,465.278,462.921,625.637,623.981,86.87,,
1283,28-01-2008,916.5,921.75,462.785,464.217,623.215,623.985,87.01,,
1284,29-01-2008,927.5,924.5,466.549,465.157,627.75,625.973,88.2,,
1285,30-01-2008,923.75,919,463.94,462.436,623.902,621.744,88.59,,
1286,31-01-2008,923.75,923.25,463.846,464.505,621.593,621.885,87.92,,
1287,01-02-2008,933,914.75,468.75,464.293,627.058,617.032,87.5,,
1288,04-02-2008,899.5,893.75,455.328,452.6,607.196,603.192,86.51,,
1289,05-02-2008,889.75,887.5,452.063,451.585,605.602,605.802,86.01,,
1290,06-02-2008,892,903,455.613,460.808,610.875,616.635,84.66,,
1291,07-02-2008,908.25,899.75,465.53,463.12,620.516,619.577,84.63,,
1292,08-02-2008,914,916.25,468.958,471.104,631.172,632.682,86.1,,
1293,11-02-2008,925.5,918,474.372,471.979,635.908,633.278,89.01,,
1294,12-02-2008,920.25,917,472.602,467.619,634.043,628.556,89.63,,
1295,13-02-2008,905.75,899,461.458,458.533,621.398,618.082,89.48,,
1296,14-02-2008,910.85,906,462.313,459.805,623.187,620.548,90.63,,
1297,15-02-2008,909.75,912.5,463.969,464.566,619.763,620.875,91.55,,
1298,18-02-2008,905,903.25,464.031,463.134,618.507,616.848,91.21,,
